asin,title,description,image_url,amazon_price_usd,stock,is_prime
B0CXX9PYY6,Routine Wellness Shampoo Conditioner Stronger,Routine Wellness Anti-Thinning Shampoo and Conditioner Set for Thinning Hair - Biotin DHT Blocker - Color Safe Shampoo for Hair Loss - Coconut & Vanilla Set,https://m.media-amazon.com/images/I/71JDm-1WbML._SX466_.jpg,49.99,10,true
B0BQ3FGHDQ,Professionals Brilliance Professional Protecting Vibrancy,"Wella Professionals Brilliance Shampoo for Colored Hair, Protecting Color Vibrancy",https://m.media-amazon.com/images/I/61nb1tQ5s7L._SX522_.jpg,39.00,10,true
B09H3RK75S,Hims Thick Fix Shampoo Men,"hims Thick Fix Shampoo - Saw Palmetto for Healthy Hair Growth & Thickening - Vegan, Sulfate-Free & Cruelty-Free - Eucalyptus Scent, 2 pack 6.4 fl oz",https://m.media-amazon.com/images/I/61IkCm60v5L._SX466_.jpg,25.00,10,true
B0011DP24Y,Avalon Organics Nourishing Lavender Shampoo,"Avalon Organics Revitalizing Lavender Shampoo, 32 oz",https://m.media-amazon.com/images/I/61leAbrsH+L._SX466_.jpg,20.98,10,true
B08YF7M43H,ATTITUDE Strengthening Mineral Based Ingredients Cruelty Free,"ATTITUDE Nourishing Hair Shampoo, EWG Verified, For Dry and Damaged Hair, Vegan and Plant Based, Grapeseed Oil and Olive Leaves, 32 Fl Oz",https://m.media-amazon.com/images/I/615Ronx3nYL._SX466_.jpg,19.02,10,true
B07XGVX19G,Oribe Gold Repair Restore Shampoo,"Oribe Gold Lust Repair & Restore Shampoo - Repairs & Prevents Damage - For Dry, Damaged Strands - With Biotin & Niacinamide - 8.5 oz",https://m.media-amazon.com/images/I/614TiuhTMjL._SX522_.jpg,56.00,10,true
B06W5G2R5P,ACTIIV Appearance Healthier Looking Plant Derived Color Safe,"ACTIIV Recover Thickening Shampoo Treatment For Men, Supports the Appearance of Fuller, Healthier-Looking Hair, Plant-Based, Color-Safe, Vegan, All Hair Types",https://m.media-amazon.com/images/I/516QceNlzdL._SX522_.jpg,65.00,10,true
B01LXV5SWY,Zenagen Appearance Healthier Looking Plant Based Color Safe,"ZENAGEN Revolve Women's Thickening Shampoo, Supports Appearance of Fuller, Healthier-Looking Hair, For Fine & Visibly Thinning Hair, Plant-Based, Color-Safe",https://m.media-amazon.com/images/I/61b4ABOGJIL._SX522_.jpg,60.00,10,true
B0DKPGCCRW,Dr Squatch Natural Hair Bundle,"Dr. Squatch Men's Natural Shampoo and Conditioner Set - Sulfate & Paraben Free - Scalp Nourishing Formula - Coconut Castaway (11 fl oz, 2-Pack)",https://m.media-amazon.com/images/I/619jwhFkiGL._SX466_.jpg,31.99,10,true
B08ZG61RXK,Evereden Kids Shampoo Conditioner Multi Vitamin,"Evereden Kids Shampoo and Conditioner 2-in-1: Cool Peach, 8.5 fl oz. Clean, Vegan, & Gentle Care for Kids, Age 4+",https://m.media-amazon.com/images/I/61xnY1-55wL._SX466_.jpg,16.95,10,true
B0857LKWKY,Aussie Conditioner Treatment Australian Macadamia,"Aussie Total Miracle Hair Care Bundle: Shampoo, Conditioner, and 3 Minute Deep Treatment with Apricot & Macadamia Oil, Paraben-Free, 26.2 & 8 Fl Oz",https://m.media-amazon.com/images/I/71ehMGWlb5L._SX466_.jpg,20.44,10,true
B005EUATLQ,Thickening Untreated Progressed Thinning Niacinamide,"Nioxin System 2 Scalp + Hair Thickening Shampoo for Natural Hair with Progressed Thinning, Cleanse & Boost Hair Density with Niacinamide & Biotin",https://m.media-amazon.com/images/I/61OI02CsM+L._SX522_.jpg,27.00,10,true
B01M0OX5NU,Paris Everstrong Sulfate Thickening Shampoo,"L'Oreal Paris Thickening Sulfate Free Shampoo, Thickens + Strengthens Thin Hair, with Rosemary Leaf, EverPure, 8.5 Fl Oz",https://m.media-amazon.com/images/I/71tVY9pl5vL._SX466_.jpg,9.97,10,true
B0G6H4NHB2,Old Spice Collection Cologne Infused Phthalates,"Old Spice Mens Shampoo, The Spice Alchemist Collection, 24/7 Cologne-Infused Velvet Sage & Driftwood Scent, Free of Parabens & Phthalates, 21.9 fl oz",https://m.media-amazon.com/images/I/71a9kv-uUCL._SX466_.jpg,12.97,10,true
B0DK9PXB6K,Nizoral Anti Dandruff Shampoo Conditioner Ketoconazole,"Nizoral 2-in-1 Anti Dandruff Shampoo and Conditioner, 14 Fl Oz, 1% Ketoconazole",https://m.media-amazon.com/images/I/81uqt6OD12L._SX466_.jpg,27.42,10,true
B0G5BL3WZJ,Loreal Paris Glycolic Conditioner High Shine,"L'Oreal Paris Elvive Glycolic + Gloss Shine Boosting Shampoo and Conditioner Set, Smooths Dull Hair Into High-Shine Hair, 1 Kit",https://m.media-amazon.com/images/I/71hK1KIqidL._SX466_.jpg,18.94,10,true
B08SMH2DST,American Crew Daily Cleansing Shampoo,"American Crew Shampoo for Men, Daily Cleanser, Naturally Derived, Vegan Formula, Citrus Mint Fragrance, 33.8 Fl Oz",https://m.media-amazon.com/images/I/71reqUqHdHL._SX466_.jpg,25.66,10,true
B08QN72JCY,Nizoral Psoriasis Shampoo Conditioner Scalp,"Nizoral Psoriasis Shampoo & Conditioner, 11 Oz, Gentle Scalp Treatment, Relieves Itching and Flaking, with Salicylic Acid and Tea Tree Oil",https://m.media-amazon.com/images/I/71dtHe5aY4L._SY741_.jpg,17.88,10,true
B0009OMNKM,Paul Mitchell Shampoo Two 16 9,"Paul Mitchell Shampoo Two, Clarifying Shampoo, Deep Cleanses + Removes Buildup, For All Hair Types, Especially Oily Hair",https://m.media-amazon.com/images/I/51Sbw7TLHpL._SX522_.jpg,21.00,10,true
B08SY14QNW,OUAI Thick Shampoo Conditioner Sulfates,"OUAI Thick Hair Shampoo and Conditioner Set - Sulfate Free - Moisturizes, Strengthens & Fights Frizz - Made with Keratin & Shea Butter (10 Fl Oz)",https://m.media-amazon.com/images/I/51FGxIqEdrL._SX466_.jpg,64.00,10,true
B084BY8DQP,OUAI Shampoo Strengthening Marshmallow Phthalates,"OUAI Thick Hair Shampoo - Hydrating Shea Butter Shampoo for Full, Frizzy Hair - Marshmallow Root, Avocado Oil & Keratin - Sulfate Free 10 Oz",https://m.media-amazon.com/images/I/51UCxLmgKJL._SX466_.jpg,32.00,10,true
B083KLN145,ACTIIV Appearance Healthier Looking Plant Derived Color Safe,"ACTIIV Recover Thickening Shampoo Treatment For Women, Supports the Appearance of Fuller, Healthier-Looking Hair, Plant-Based, Color-Safe, Vegan, All Hair Types",https://m.media-amazon.com/images/I/515AAbe10FL._SX522_.jpg,125.00,10,true
B0FQX5H4F1,Necessaire Multi Protein Strengthening Conditioner Color Safe,"Necessaire Rosemary Hair Duo, Multi-Protein Strengthening Rosemary Shampoo and Conditioner Set For Thinning Hair, Free Of Sulfates, Color-Safe, 500 ml",https://m.media-amazon.com/images/I/71WW4btumXL._SX466_.jpg,100.00,10,true
B07NSBTZ22,Aveeno Baby Shampoo Natural Tear Free,"Aveeno Baby Daily Moisture Gentle Baby Body Wash and Shampoo with Oat Extract, 2-in-1, Tear-Free, pH Balanced for Sensitive Skin, Value Size 33 Fl Oz",https://m.media-amazon.com/images/I/71QknFLm-YL._AC_SX679_.jpg,19.47,10,true
B097NQW4SP,Marc Anthony Biotin Shampoo Conditioner Set,"Marc Anthony Shampoo and Conditioner Gift Set, Grow Long Biotin - Anti-Frizz Deep Conditioner For Split Ends - Vitamin E, Caffeine & Ginseng for Curly, Dry & Damaged Hair",https://m.media-amazon.com/images/I/81Un4u57qJL._SX466_.jpg,19.58,10,true
B0947674MT,Douxo Chlorhexidine Ophytrium Antiseptic Infections,"Douxo S3 PYO Medicated Dog Shampoo with 3% Chlorhexidine for Dogs, Antibacterial & Antiseptic Treatment For Dogs & Cats, Clinically Proven, 6.7 fl oz",https://m.media-amazon.com/images/I/61zoiSKTJQL._AC_SX679_.jpg,21.97,10,true
B084D2165G,Clairol Shimmer Lights Shampoo 16,"Clairol Professional Shimmer Lights Purple Shampoo, Neutralizes Brass & Yellow Tones, For Blonde, Silver, Gray & Highlighted Hair",https://m.media-amazon.com/images/I/61-odBflaIL._SX522_.jpg,12.99,10,true
B0752L2VSJ,Paris Protecting Anti Oxidants Anti Fade Protection,"L'Oreal Paris Elvive Color Vibrancy Protecting Shampoo, for Color Treated Hair, with Linseed Elixir and Anti-Oxidants, 28 Fl Oz",https://m.media-amazon.com/images/I/71Dv7mExEHL._SX466_.jpg,13.98,10,true
B091G47FDH,Loreal Paris Everpure Conditioner Color Treated,"L'Oreal Paris Sulfate Free Bond Repair+ Shampoo and Conditioner Set, Strengthens and Repairs Damaged or Color Treated Hair, EverPure, 13.6 Fl Oz Set",https://m.media-amazon.com/images/I/81Lqwa7ZsmL._SX466_.jpg,19.78,10,true
B01N23J5C1,Malibu Hard Water Wellness Shampoo,"Malibu C Hard Water Wellness Shampoo - Hydrating, Sulfate-Free Hair Care for Hard Water - Removes Minerals and Buildup (9 oz)",https://m.media-amazon.com/images/I/517-sMuWP1L._SX466_.jpg,17.98,10,true
B0DPXYF131,Native Cashmere Conditioner Naturally Ingredients,"Native Cashmere & Rain Shampoo and Conditioner - All Hair Types, Color & Treated, Fine to Dry Damaged, Sulfate & Dye Free - 2-Pack",https://m.media-amazon.com/images/I/71dLuswyJBL._SX466_.jpg,19.45,10,true
B09MZX876X,Hair Biology Shampoo Conditioner Glowing,"Hair Biology Biotin-Infused Purple Shampoo and Conditioner Set for Grey Hair, Anti-Brassiness, Color-Safe, Silver & Glowing, 12.8 Fl Oz Each, 2 Pack",https://m.media-amazon.com/images/I/71PyaUgHFxL._SX466_.jpg,19.99,10,true
B07574H77S,Verb Ghost Shampoo Weightless Cleanse,"VERB Ghost Shampoo - Infused with Moringa Oil - Cleanses Fine and Weighed Down Hair - Vegan, No Parabens or Harmful Sulfates",https://m.media-amazon.com/images/I/61TVvHLqnpL._SX522_.jpg,22.00,10,true
B01AS41BD2,Co Badlands Dry Shampoo Paste,"R+Co Badlands Dry Shampoo Paste, Part Dry Shampoo, Part Styling Paste, Adds Texture, Absorbs Oil, Matte Finish",https://m.media-amazon.com/images/I/61GQnQemzUL._SX522_.jpg,34.00,10,true
B0DPLKWJDR,Loreal Paris Conditioner Clarifying Rehydrating,"L'Oreal Paris Elvive Hyaluron + Pure Shampoo and Conditioner Set, Clarifying Shampoo and Rehydrating Conditioner with Salicylic Acid and Hyaluronic Acid, 1 Kit",https://m.media-amazon.com/images/I/815hz5PJwuL._SX466_.jpg,20.98,10,true
B09R6CHBF1,Conditioner Thickening Moisturizing Shedding Conditioner,"hims Thick Fix Shampoo & Conditioner Set - Saw Palmetto for Healthy Hair Growth & Thickening - Vegan, Sulfate-Free & Cruelty-Free - Eucalyptus Scent, 6.4 fl oz",https://m.media-amazon.com/images/I/61wNBObZdPL._SX466_.jpg,24.44,10,true
B0GNP2K8WW,Kitsch Rice Water Shampoo Growth,"Kitsch Rice Water Shampoo Bar for Hair Growth - Strengthening Shampoo for Men and Women - Reduce Breakage, Boosts Shine - Paraben, Silicone & Sulfate-Free, Vegan, 3.5 oz",https://m.media-amazon.com/images/I/71tFCCq+2PL._SX466_.jpg,13.99,10,true
B0BS2D2KN7,Kitsch Conditioner Strengthening Cleansing Moisturizing,"Kitsch Rice Water Protein Solid Shampoo and Conditioner Set for Hair Growth - w/Rice Protein & Vitamins for Damage Repair - Paraben, Sulfate & Silicone Free",https://m.media-amazon.com/images/I/814BzAO1CoL._SX466_.jpg,27.99,10,true
B09X63HHPP,ATTITUDE Verified Mineral Based Ingredients Cruelty Free,"ATTITUDE Shampoo and Body Wash for Kids, EWG Verified Hair and Body Cleanser, Plant and Mineral Based, Vegan, Vanilla and Pear, 32 Fl Oz",https://m.media-amazon.com/images/I/61xT+7sgfOL._SX466_.jpg,16.61,10,true
B00RWCDM4A,Fanola No Yellow Shampoo 350,"Fanola No Yellow Purple Shampoo - Color Depositing Shampoo for Blondes, Bleached & Grey Hair - with Violet Pigment to Remove Brassy Tones (11.83 Fl oz)",https://m.media-amazon.com/images/I/511FdKc5EnL._SX466_.jpg,19.99,10,true
B0842YD1CX,Loreal Paris Everpure Sulfate Conditioner,"L'Oreal Paris EverPure Sulfate Free Brass Toning Purple Shampoo and Conditioner Set for Blonde, Bleached, Silver, or Brown Highlighted Hair, 1 Kit",https://m.media-amazon.com/images/I/81VKBcDQ70L._SX466_.jpg,19.82,10,true
B07GZWWN9Q,Extension Stacy Lash Extensions Professional,"STACY LASH Eyelash Extension Shampoo + Brush, 1.69 fl.oz, Eyelid Foaming Cleanser for Extensions & Natural Lashes, Safe Makeup Remover",https://m.media-amazon.com/images/I/51vLoeqiRlL._SX466_.jpg,14.95,10,true
B08B27V5MY,Honest Company Calming Lavender Conditioner,"The Honest Company Baby Shampoo, Body Wash & Conditioner Duo, 2-in-1 Cleansing, Silicone-Free, Naturally Derived, Lavender Calm Scent, 20 fl oz",https://m.media-amazon.com/images/I/61VRZ5lFS+L._SY741_.jpg,20.93,10,true
B000UPEDXU,Paul Mitchell Shampoo Three 10 14,"Paul Mitchell Shampoo Three, Clarifying Shampoo, Cleanses Impurities + Removes Chlorine, For All Hair Types, Great For Swimmers",https://m.media-amazon.com/images/I/51zE6KZgiWL._SX522_.jpg,16.00,10,true
B0GFGNMJMV,John Frieda Brilliant Brunette Vibrancy,"John Frieda Brilliant Brunette Color Vibrancy Shampoo, Brunette Shampoo, 8.45 Fl Oz, Pack of 2",https://m.media-amazon.com/images/I/61QuUDz-o3L._SX466_.jpg,15.34,10,true
B0DQQC4B38,Loreal Paris Glossing Conditioner Smoothness,"L'Oreal Paris Glossing Sulfate Free Shampoo and Conditioner Set with Glycolic Acid, for Lasting Shine and Smoothness for Dull, Dry Hair, EverPure, 1 Kit",https://m.media-amazon.com/images/I/81Z2eV2n3LL._SX466_.jpg,17.98,10,true
B002GPD8BU,Tropiclean Papaya Coconut Shampoo Conditioner,"TropiClean 2-in-1 Dog Shampoo and Conditioner, Moisturizing Dog Detangler, Puppy Safe, Made in the USA, Papaya Scent, Cat & Kitten Safe, 20oz",https://m.media-amazon.com/images/I/71Mi2B-qQML._AC_SX679_.jpg,13.99,10,true
B0002IEYIE,Earthbath Oatmeal Shampoo Vanilla Almond,"earthbath Oatmeal & Aloe Dog Shampoo - For Itchy, Dry Skin Relief, Made in USA, Cruelty Free - Vanilla & Almond, 16 Oz (1 Pack)",https://m.media-amazon.com/images/I/714crWmOUfL._AC_SX679_.jpg,18.99,10,true
